sport,player,team,position,opponent,stat_type,line,odds_type,start_time
MLB,Carlos Cortes,ATH,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Carlos Cortes,ATH,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Carter Jensen,KC,C,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Carter Jensen,KC,C,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Carter Jensen,KC,C,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Carter Jensen,KC,C,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Colby Thomas,ATH,OF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Colby Thomas,ATH,OF,,Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Colby Thomas,ATH,OF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Colby Thomas,ATH,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Colby Thomas,ATH,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Isaac Collins,KC,OF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Isaac Collins,KC,OF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Isaac Collins,KC,OF,,Stolen Bases,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Isaac Collins,KC,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Isaac Collins,KC,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Jacob Wilson,ATH,IF,,Hitter Strikeouts,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Jacob Wilson,ATH,IF,,Home Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Jacob Wilson,ATH,IF,,Singles,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Jacob Wilson,ATH,IF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Jacob Wilson,ATH,IF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lane Thomas,KC,OF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Lane Thomas,KC,OF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lane Thomas,KC,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Lane Thomas,KC,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Maikel Garcia,KC,IF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Nick Kurtz,ATH,IF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Nick Kurtz,ATH,IF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Nick Kurtz,ATH,IF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Nick Kurtz,ATH,IF,,Walks,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Nick Loftin,KC,OF,,Home Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Nick Loftin,KC,OF,,Stolen Bases,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Nick Loftin,KC,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Nick Loftin,KC,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Salvador Perez,KC,C,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Salvador Perez,KC,C,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Salvador Perez,KC,C,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Shea Langeliers,ATH,C,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Shea Langeliers,ATH,C,,Singles,0.5,standard,2026-04-30T15:05:00.000-04:00
MLB,Shea Langeliers,ATH,C,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Shea Langeliers,ATH,C,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Starling Marte,KC,OF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Starling Marte,KC,OF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Starling Marte,KC,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Zack Gelof,ATH,IF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Zack Gelof,ATH,IF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Zack Gelof,ATH,IF,,Stolen Bases,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Zack Gelof,ATH,IF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Zack Gelof,ATH,IF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Shea Langeliers,ATH,C,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Bobby Witt Jr.,KC,IF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Carlos Cortes,ATH,OF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Salvador Perez,KC,C,,Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Darell Hernaiz,ATH,IF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Darell Hernaiz,ATH,IF,,Total Bases,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Doubles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Hits,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Home Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,RBIs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Bobby Witt Jr.,KC,IF,,Singles,0.5,standard,2026-04-30T15:05:00.000-04:00
MLB,Darell Hernaiz,ATH,IF,,Singles,0.5,standard,2026-04-30T15:05:00.000-04:00
MLB,Bobby Witt Jr.,KC,IF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Austin Wynns,ATH,C,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Doubles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Hits,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Home Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,RBIs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Runs,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Singles,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Stolen Bases,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lawrence Butler,ATH,OF,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Hitter Strikeouts,0.5,goblin,2026-04-30T15:05:00.000-04:00
MLB,Elias Díaz,KC,C,,Walks,0.5,demon,2026-04-30T15:05:00.000-04:00
MLB,Lance McCullers Jr.,HOU,P,,Pitcher Strikeouts,7.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Lance McCullers Jr.,HOU,P,,Pitcher Strikeouts,6.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Brandon Young,BAL,P,,Pitcher Strikeouts,5.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Lance McCullers Jr.,HOU,P,,Pitcher Strikeouts,5.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Total Bases,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Total Bases,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Total Bases,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Total Bases,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Total Bases,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Brandon Young,BAL,P,,Pitcher Strikeouts,4.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Hits+Runs+RBIs,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Total Bases,3.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Lance McCullers Jr.,HOU,P,,Pitcher Strikeouts,3.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Hits+Runs+RBIs,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Total Bases,2.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Brandon Young,BAL,P,,Pitcher Strikeouts,2.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Gunnar Henderson,BAL,IF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Isaac Paredes,HOU,IF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jeremiah Jackson,BAL,IF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Jose Altuve,HOU,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Leody Taveras,BAL,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Pete Alonso,BAL,IF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Samuel Basallo,BAL,C,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Hits+Runs+RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Shay Whitcomb,HOU,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Taylor Ward,BAL,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Tyler O'Neill,BAL,OF,,Total Bases,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Yainer Diaz,HOU,C,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Hits,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Hits+Runs+RBIs,1.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,RBIs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Yordan Alvarez,HOU,OF,,Runs,1.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Cam Smith,HOU,OF,,Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,Home Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Carlos Correa,HOU,IF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Home Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Christian Walker,HOU,IF,,Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Home Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Coby Mayo,BAL,IF,,Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Daniel Johnson,HOU,OF,,Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Doubles,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Hits,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Hits+Runs+RBIs,0.5,goblin,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Home Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,RBIs,0.5,demon,2026-04-30T16:05:00.000-04:00
MLB,Dylan Beavers,BAL,OF,,Runs,0.5,demon,2026-04-30T16:05:00.000-04:00
